"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","PC1","PC2","PC3","PC4","PC5"
"RN7SL636P",0.0230000000447035,0.29899999499321,0.0380000006407499,2,0,"Pseudogene","RN7SL",0.229437018550288,0.151682075055196,0.0322907361953098,0.326426418473042,-0.0726780385360145
"RN7SL638P",0.017000000923872,0.30799999833107,0.0829999968409538,2,0.7,"Pseudogene","RN7SL",0.190623571560737,0.143318413219557,0.0318205173677677,0.368447976956882,0.00617285617154167
"RN7SL63P",0.0149999996647239,0.29899999499321,0.00949999969452619,2,0,"Pseudogene","RN7SL",0.291316030247105,0.181484412499272,0.0341682323480843,0.353695644828016,-0.0907612380293095
"RN7SL640P",0.00300000002607703,0.28999999165535,0.0089999996125698,3,0,"Pseudogene","RN7SL",0.344841896812173,0.198491136472517,0.0358726557772383,0.390252401614016,-0.0485637242576124
"RN7SL643P",0.0299999993294477,0.29899999499321,0.0480000004172325,1,0,"Pseudogene","RN7SL",0.192444025961272,0.133494010196954,0.0310471680467789,0.300265631623894,-0.0791337950387605
"RN7SL644P",0.00800000037997961,0.180999994277954,-0.0540000014007092,2,0,"Pseudogene","RN7SL",0.509725648791513,0.161769345691334,0.0374085977239193,0.227223196112162,-0.0802293168916971
"RN7SL645P",0.0115000000223517,-0.256000012159348,0.0480000004172325,6,0,"Pseudogene","RN7SL",0.824599267792376,-0.145486981215242,0.036146311254145,-0.304757490069875,0.37130887374103
"RN7SL646P",0.0020000000949949,-0.126000002026558,0.0529999993741512,1,0,"Pseudogene","RN7SL",0.721447003017161,-0.0585170886002483,0.0366524713407483,-0.106938914867621,0.315163437385357
"RN7SL647P",0.00999999977648258,-0.106499999761581,0.0410000011324883,0,0,"Pseudogene","RN7SL",0.68617066202963,-0.0556411763141533,0.0357910153920588,-0.11675178326793,0.259076370452655
"RN7SL648P",0.00600000005215406,0.29899999499321,0.0820000022649765,8,35.23,"Pseudogene","RN7SL",0.240908539993252,0.159645889407711,0.0331243923259076,0.400548133044671,0.0448068074175896
"RN7SL649P",0.0350000001490116,0.164000004529953,0.199000000953674,1,0,"Pseudogene","RN7SL",0.13851126051003,-0.0331388734281262,0.0268111803715079,0.139472297371405,0.226245077596452
"RN7SL650P",0.0149999996647239,0.347000002861023,0.13400000333786,10,3.5,"Pseudogene","RN7SL",0.0995338932490931,0.142765164951484,0.0305845638093954,0.431547094893971,0.0608400657517421
"RN7SL652P",0.0464999992400408,0.282000005245209,0.0745000019669533,6,0.86,"Pseudogene","RN7SL",0.118946055185367,0.0806751531212113,0.0281973504978555,0.217712668783499,-0.0776042334235618
"RN7SL653P",0.046000000089407,-0.063000001013279,-0.228000000119209,2,8.35,"Pseudogene","RN7SL",0.818627304095709,0.0493625727362349,0.0380448711847315,-0.249741282915668,-0.281656849769492
"RN7SL654P",0.0280000008642673,0.0850000008940697,-0.0135000003501773,0,0,"Pseudogene","RN7SL",0.48802005446705,0.0493400062496764,0.033971884006756,0.0370025535982579,-0.0127401991038211
"RN7SL655P",0.0260000005364418,-0.122999999672174,0.046000000089407,2,3.78,"Pseudogene","RN7SL",0.638728051176828,-0.096178910145078,0.0335329983846671,-0.199893691436641,0.229638481810922
"RN7SL656P",0.0280000008642673,0.224000006914139,-0.129999995231628,9,8.22,"Pseudogene","RN7SL",0.479788222020345,0.192108338143563,0.0365894969869945,0.187585921208608,-0.284422792797493
"RN7SL657P",0.0329999998211861,0.105999998748302,0.046000000089407,59,12.17,"Pseudogene","RN7SL",0.378256775972828,0.0299141892918361,0.0321854891275517,0.0475964193036054,0.0482830963189637
"RN7SL658P",0.063000001013279,0.305000007152557,0.809000015258789,1,0.64,"Pseudogene","RN7SL",-0.806280742480385,-0.333046542682313,0.00552236631641737,0.297597890354068,0.948978783694164
"RN7SL659P",0.00300000002607703,0.30799999833107,0.0659999996423721,6,0,"Pseudogene","RN7SL",0.261105510028574,0.178409245312803,0.0342573377557281,0.421089486711749,0.0236370598677003
"RN7SL65P",0.142000004649162,0.263999998569489,0.209999993443489,2,1.12,"Pseudogene","RN7SL",-0.366682018302446,-0.175513095201525,0.0114589658268672,-0.162100357598736,-0.153864670932361
"RN7SL660P",0.0040000001899898,0.0040000001899898,0.0700000002980232,7,5.34,"Pseudogene","RN7SL",0.562178727754292,0.00306916785118487,0.0353461338388321,0.0461959655445078,0.242371996490573
"RN7SL663P",0.0230000000447035,0.214000001549721,-0.222000002861023,18,1.55,"Pseudogene","RN7SL",0.613358134446021,0.246593580838838,0.0400350983724044,0.179883093187815,-0.398666032980849
"RN7SL664P",0.068000003695488,0.165999993681908,0.41499999165535,10,0.63,"Pseudogene","RN7SL",-0.231879573863472,-0.206531259024708,0.0164509735410021,0.0443984325300381,0.446338579328265
"RN7SL665P",0.00700000021606683,-0.126000002026558,0.0179999992251396,6,0.31,"Pseudogene","RN7SL",0.743129800897048,-0.0478301948625369,0.0369963417468605,-0.132789234767631,0.248070290637769
"RN7SL666P",0.00600000005215406,-0.100499998778105,0.00749999983236193,2,0,"Pseudogene","RN7SL",0.732998873931312,-0.0266400622304973,0.0372590474501649,-0.0990095867813043,0.217208895905505
"RN7SL667P",0.0270000007003546,0.419999986886978,0.114000000059605,1,0,"Pseudogene","RN7SL",0.00463985268898573,0.171594903732239,0.0290885717639934,0.470562977722343,-0.0576487868906231
"RN7SL668P",0.00800000037997961,-0.096000000834465,0.068000003695488,3,0,"Pseudogene","RN7SL",0.651750183252358,-0.0601687800902814,0.0353099249382658,-0.0919055841811695,0.298029658281335
"RN7SL66P",0.00800000037997961,0.18299999833107,-0.30349999666214,3,0,"Pseudogene","RN7SL",0.793580243118672,0.297614500913058,0.044293755878859,0.189847953726473,-0.452994347017519
"RN7SL670P",0.0260000005364418,0.272000014781952,0.0354999992996454,2,0,"Pseudogene","RN7SL",0.24881946933978,0.132381700470157,0.0320725776807486,0.281107173877457,-0.0663623141114048
"RN7SL672P",0.00700000021606683,0.305000007152557,0.0439999997615814,4,0,"Pseudogene","RN7SL",0.274826629115625,0.181031023204774,0.0343064754809934,0.398173175983188,-0.019238464519691
"RN7SL673P",0.00600000005215406,-0.168999999761581,0.0670000016689301,11,0.11,"Pseudogene","RN7SL",0.734219441769905,-0.0958835173763082,0.0360416132649537,-0.173947616732578,0.354790212682723
"RN7SL674P",0.0384999997913837,-0.304000005125999,0.096000000834465,71,33.63,"Pseudogene","RN7SL",0.717680486449887,-0.236325501759624,0.0318520408143766,-0.468261863059758,0.397519977707803
"RN7SL675P",0.0109999999403954,0.374000012874603,-0.228000000119209,1,0,"Pseudogene","RN7SL",0.5018113291295,0.358935981987742,0.0409123030299917,0.423496928467411,-0.485396404264337
"RN7SL677P",0.0140000004321337,0.0350000001490116,0.028999999165535,2,0,"Pseudogene","RN7SL",0.541260717660913,0.0237959440878634,0.0349614644416087,0.0381812771107204,0.128694593875223
"RN7SL678P",0.158999994397163,0.130999997258186,0.137999996542931,3,0.24,"Pseudogene","RN7SL",-0.210956510354986,-0.242241615043883,0.0117487922543745,-0.40376088424754,-0.218314785955605
"RN7SL679P",0.203999996185303,0.284000009298325,0.160999998450279,2,0,"Pseudogene","RN7SL",-0.557323714041,-0.24965795967505,0.00427237277712412,-0.39198295247654,-0.429633894303374
"RN7SL67P",0.131499998271465,0.214000001549721,-0.287999987602234,5,2.4,"Pseudogene","RN7SL",0.293146487864278,0.0842759560313178,0.0268786555052068,-0.261007506298876,-0.827586981248394
"RN7SL680P",0.153999999165535,0.206000000238419,0.462000012397766,0,0,"Pseudogene","RN7SL",-0.640212378817633,-0.366124127494993,0.00311943710180359,-0.240390241972658,0.225816727820883
"RN7SL681P",0.00700000021606683,0.29899999499321,0.0869999974966049,2,0.73,"Pseudogene","RN7SL",0.231720913558964,0.154123682843628,0.0331149198781047,0.397848333458478,0.0489401857947068
"RN7SL683P",0.0140000004321337,0.305000007152557,0.034000001847744,2,8.9,"Pseudogene","RN7SL",0.260787210496091,0.173467891557662,0.0335137147431168,0.368904319876526,-0.0555071304945226
"RN7SL684P",0.0040000001899898,0.00349999987520278,-0.361000001430511,11,0,"Pseudogene","RN7SL",1.05647359255772,0.235878631245111,0.0473396436789984,-0.0233794822265086,-0.398657343954223
"RN7SL685P",0.0089999996125698,0.30799999833107,0.0439999997615814,2,0.14,"Pseudogene","RN7SL",0.264535347136813,0.178782808364163,0.0339931549678949,0.394044870867981,-0.027540017913726
"RN7SL687P",0.237500004470348,0.282999992370605,0.0390000008046627,4,0,"Pseudogene","RN7SL",-0.53891470075235,-0.244535023403841,0.0030968833204678,-0.545993895552186,-0.712361702377902
"RN7SL688P",0.00600000005215406,-0.133000001311302,-0.0579999983310699,7,2.15,"Pseudogene","RN7SL",0.840966995133334,-0.00882332820235597,0.0392551471002226,-0.149551378929714,0.142996736669963
"RN7SL689P",0.207000002264977,0.284000009298325,0.0480000004172325,71,13.75,"Pseudogene","RN7SL",-0.441061313723107,-0.182634375105934,0.00772345498809451,-0.427364080967877,-0.603955643984912
"RN7SL68P",0.0415000002831221,-0.0345000009983778,0.12500000372529,6,8.68,"Pseudogene","RN7SL",0.4013978558746,-0.116135407529229,0.0288414835759437,-0.141113728731115,0.237431768221741
"RN7SL690P",0.101000003516674,0.0610000006854534,0.0670000016689301,2,0,"Pseudogene","RN7SL",0.153505359818947,-0.138982413739666,0.0219263478154881,-0.269914669977723,-0.0978933878341526
"RN7SL691P",0.0130000002682209,0.305000007152557,0.0209999997168779,0,0,"Pseudogene","RN7SL",0.279402433524728,0.181943772074198,0.034071258874052,0.370969302676132,-0.0719040983326635
"RN7SL692P",0.0714999996125698,0.282999992370605,0.00600000005215406,2,0,"Pseudogene","RN7SL",0.105252520798187,0.072410698512079,0.0266288888889586,0.10893806173287,-0.256515542632029
"RN7SL693P",0.0209999997168779,0.159999996423721,0.200000002980232,11,0.19,"Pseudogene","RN7SL",0.192237793806255,-0.00901271004257397,0.028837338923242,0.189618759475124,0.273603772014904
"RN7SL697P",0.212999999523163,0.194999992847443,0.449999988079071,3,0.24,"Pseudogene","RN7SL",-0.830852665078247,-0.47180306086235,-0.00451329095257076,-0.490569225086496,0.0363854285743269
"RN7SL698P",0.00849999999627471,0.30799999833107,-0.215000003576279,3,39.51,"Pseudogene","RN7SL",0.563142088356246,0.319550478114856,0.0408280472005263,0.354693975039095,-0.411499317850739
"RN7SL69P",0.0040000001899898,0.00549999985378235,0.00800000037997961,4,0.56,"Pseudogene","RN7SL",0.631801880645563,0.0368482660245149,0.0370584131672325,0.0383914398919781,0.148886737799813
"RN7SL700P",0.00999999977648258,0.30799999833107,0.00800000037997961,0,0,"Pseudogene","RN7SL",0.302204441236732,0.196059642245664,0.0348255256792787,0.384492788488519,-0.0842569193606745
"RN7SL702P",0.018499999307096,0.296000003814697,0.0959999971091747,2,0.25,"Pseudogene","RN7SL",0.182458145157221,0.126829666158659,0.0313160740720332,0.349891094393854,0.0294775598227221
"RN7SL703P",0.0109999999403954,0.214000001549721,0.416999995708466,2,0,"Pseudogene","RN7SL",-0.0745691742710426,-0.0790211893420414,0.0238593310662721,0.330639976661038,0.588318938368046
"RN7SL704P",0.0140000004321337,-0.0980000011622906,0.0379999987781048,13,0,"Pseudogene","RN7SL",0.665920792314748,-0.0542787127750138,0.0354553298630267,-0.123774526231554,0.236974188571886
"RN7SL705P",0.0204999996349215,0.30799999833107,0.0455000009387732,2,0,"Pseudogene","RN7SL",0.220814773202557,0.157226515029133,0.0323842269651606,0.34855883497408,-0.0602959826272199
"RN7SL706P",0.0494999997317791,0.30799999833107,0.163500003516674,2,0.18,"Pseudogene","RN7SL",-0.020328245935529,0.0412725065409265,0.0251714267166733,0.25204727649869,0.0271184765485857
"RN7SL708P",0.0610000006854534,0.108000002801418,-0.0329999998211861,1,0.14,"Pseudogene","RN7SL",0.366403275870476,0.0134658794299322,0.0299148200986958,-0.069288242340131,-0.158450844936654
"RN7SL709P",0.0790000036358833,0.256999999284744,0.0430000014603138,2,0.34,"Pseudogene","RN7SL",0.0619156992055564,0.0242548260055056,0.0246994575700338,0.0532398299453981,-0.205803750548155
"RN7SL70P",0.00700000021606683,0.266000002622604,-0.00999999977648258,2,0,"Pseudogene","RN7SL",0.376461063398564,0.187811162308405,0.0359468283305868,0.342073839410684,-0.0720242771629541
"RN7SL711P",0.00700000021606683,0.30799999833107,0.0265000006183982,12,0.66,"Pseudogene","RN7SL",0.291564560932634,0.193493732872263,0.034871039500479,0.398419422366309,-0.0470683389736718
"RN7SL712P",0.0570000000298023,0.197999998927116,-0.0939999967813492,0,0,"Pseudogene","RN7SL",0.359368996617877,0.10419922872451,0.0317243537470056,0.0469551517770205,-0.301006888137955
"RN7SL713P",0.00800000037997961,0.13849999755621,0.118000000715256,1,0,"Pseudogene","RN7SL",0.355896396264836,0.0448639215890961,0.0328442338502056,0.20276509474451,0.205921256870384
"RN7SL714P",0.00999999977648258,0.30799999833107,0.0299999993294477,0,0,"Pseudogene","RN7SL",0.276992815919142,0.184195510476221,0.0342187438187951,0.387996929435435,-0.0515091908685422
"RN7SL715P",0.0089999996125698,0.305000007152557,0.0525000002235174,0,2.19,"Pseudogene","RN7SL",0.25791343890073,0.172174380482069,0.0337265072783425,0.391890570106043,-0.0128449706035488
"RN7SL716P",0.0280000008642673,0.30799999833107,0.0314999995753169,4,0,"Pseudogene","RN7SL",0.209400162978423,0.15157857614915,0.0317726385025237,0.31635025511092,-0.103867013228044
"RN7SL717P",0.0579999983310699,0.30799999833107,0.0489999987185001,5,3.5,"Pseudogene","RN7SL",0.0797434604144286,0.0881866604532169,0.0271751991931463,0.199775494752157,-0.169048540093631
"RN7SL718P",0.0399999991059303,0.160999998450279,0,2,0.34,"Pseudogene","RN7SL",0.35132006997493,0.0636308434320728,0.0316406114893837,0.0841503796672708,-0.0830124760804735
"RN7SL719P",0.00700000021606683,-0.0450000017881393,0.200000002980232,4,0.07,"Pseudogene","RN7SL",0.452203548514544,-0.100603338707305,0.0315869398780695,-0.0046639202870874,0.461402391961234
"RN7SL720P",0.173499993979931,0.130999997258186,0.137999996542931,1,5.2,"Pseudogene","RN7SL",-0.263848491649715,-0.268730962184395,0.00969598360007505,-0.461256921819093,-0.262517464243095
"RN7SL722P",0.025000000372529,0.287000000476837,0.0294999992474914,2,1.42,"Pseudogene","RN7SL",0.24408425594678,0.145886993756228,0.0322925663003276,0.302456669197607,-0.0828977735301485
"RN7SL724P",0.017000000923872,-0.194999992847443,0.0480000004172325,9,0.98,"Pseudogene","RN7SL",0.742340679544236,-0.120486811065311,0.0351484694263548,-0.252323826467175,0.311408297321882
"RN7SL725P",0.00300000002607703,-0.163000002503395,0.200000002980232,4,0,"Pseudogene","RN7SL",0.586886305106502,-0.15997498524282,0.0326673156444614,-0.132950383160834,0.5573286654044
"RN7SL726P",0.0040000001899898,-0.204999998211861,0.079500000923872,8,0.92,"Pseudogene","RN7SL",0.763931004842115,-0.119830236346089,0.0360863490721366,-0.207757967295234,0.404903981665731
"RN7SL727P",0.0109999999403954,-0.113500002771616,0.112000003457069,0,0,"Pseudogene","RN7SL",0.608276560687516,-0.0996842201410166,0.0337280108068765,-0.117972745646427,0.366688325235778
"RN7SL728P",0.00600000005215406,0.30799999833107,0.0494999997317791,2,5.34,"Pseudogene","RN7SL",0.269189901626315,0.181232532595401,0.0341992966262606,0.40684828465954,-0.0102248011647468
"RN7SL72P",0.0469999983906746,0.252000004053116,0.460999995470047,1,0,"Pseudogene","RN7SL",-0.295110368811935,-0.146420354158748,0.017549592872784,0.241022550270058,0.51726846064493
"RN7SL731P",0.0179999992251396,0.146999999880791,0.096000000834465,1297,39.68,"Pseudogene","RN7SL",0.293150580312226,0.25929141934164,0.0481800250350143,0.0674774110112692,0.193218086214769
"RN7SL732P",0.0199999995529652,-0.117999996989965,0.0439999997615814,2,0.24,"Pseudogene","RN7SL",0.657845668103967,-0.0814564833941877,0.034419140097576,-0.170245356271702,0.2413668825996
"RN7SL733P",0.0890000015497208,0.303000003099442,-0.00100000004749745,2,0.59,"Pseudogene","RN7SL",0.0290075470781427,0.0559001988925212,0.0243380953013621,0.0626806463572496,-0.334374922123815
"RN7SL734P",0.0209999997168779,0.30799999833107,-0.267499998211861,5,0,"Pseudogene","RN7SL",0.57758225394106,0.325618199890299,0.0409871143981921,0.296479377773122,-0.52759733837662
"RN7SL735P",0.0350000001490116,0.30799999833107,0.101999998092651,2,15.29,"Pseudogene","RN7SL",0.103109767024341,0.10060771636064,0.0286963813583691,0.299902297876224,-0.020307793331885
"RN7SL736P",0.00800000037997961,-0.188999995589256,0.200000002980232,9,0.23,"Pseudogene","RN7SL",0.594916557331861,-0.182834839197018,0.0321642958689003,-0.184996769596904,0.56078893720219
"RN7SL737P",0.0949999988079071,0.140000000596046,0.305000007152557,50,3.63,"Pseudogene","RN7SL",-0.179297329290379,-0.203931640327486,0.0163992621889157,-0.115408477344934,0.220651432060929
"RN7SL738P",0.00600000005215406,-0.25900000333786,0.439999997615814,8,0,"Pseudogene","RN7SL",0.398448314703949,-0.348321548445916,0.026124000649146,-0.224275485454009,0.973764202640002
"RN7SL73P",0.0109999999403954,0.237000003457069,0.00499999988824129,4,0,"Pseudogene","RN7SL",0.374105632519364,0.156473673945124,0.0351441236920329,0.292963933881098,-0.0411949197635358
"RN7SL740P",0.0130000002682209,0.30799999833107,-0.017000000923872,2,0,"Pseudogene","RN7SL",0.319831049239123,0.204462272630491,0.0351312619767549,0.368424523808206,-0.130510564617806
"RN7SL741P",0.00800000037997961,-0.0850000008940697,-0.409000009298325,2,0,"Pseudogene","RN7SL",1.1872238228667,0.203108049068795,0.0484035332720059,-0.154361205822389,-0.419852072448782
"RN7SL743P",0.0120000001043081,-0.149000003933907,0.0329999998211861,1,1.79,"Pseudogene","RN7SL",0.731247890108364,-0.0787504776953531,0.0359261605205672,-0.177990641160594,0.27129342845613
"RN7SL744P",0.114000000059605,0.291999995708466,0.00499999988824129,6,1.12,"Pseudogene","RN7SL",-0.0581148459597158,0.00202071897550148,0.0208574000855411,-0.0495234719337551,-0.393523960018244
"RN7SL745P",0.0309999994933605,0.287999987602234,0.0450000017881393,5,4.15,"Pseudogene","RN7SL",0.203291319026814,0.127769094786613,0.0310531961986715,0.282053427210674,-0.0786590971281673
"RN7SL748P",0.00300000002607703,-0.0799999982118607,0.0780000016093254,4,0,"Pseudogene","RN7SL",0.642237741310035,-0.0473456207982909,0.0356566120224969,-0.0509600806235858,0.316814292930989
"RN7SL749P",0.037499999627471,0.30799999833107,0.0484999995678663,14,4.03,"Pseudogene","RN7SL",0.154891742673663,0.126939416355405,0.030095307194477,0.280494375332003,-0.107029148929006
"RN7SL74P",0.0820000022649765,0.301999986171722,0.0299999993294477,2,1.19,"Pseudogene","RN7SL",0.0200659031552663,0.0512474174898171,0.024436680813455,0.094228814569078,-0.266222997726089
"RN7SL750P",0.0125000001862645,0.111999999731779,0.200000002980232,3,0.55,"Pseudogene","RN7SL",0.272390067744396,-0.0220961732704451,0.0301086327662912,0.165393648496247,0.333186676184329
